@relation Example

@attribute text string
@attribute isValid {yes,no}

@data
'a flat piece of material designed for a special purpose; \"he nailed boards across the windows\" board',no
'a crack in a lip caused usually by cold chap',yes
'a management action resisting employee\'s demands; employees are barred from entering the workplace until they agree to terms lockout',yes
'a movable top or cover (hinged or separate) for closing the opening at the top of a box, chest, jar, pan, etc.; \"he raised the piano lid\" lid',no
'an alarm that is tripped off by fire or smoke fire alarm,smoke alarm',no
'any of various controls or devices for regulating or controlling fluid flow, pressure, temperature, etc. regulator',no
'a long flexible steel coil for dislodging stoppages in curved pipes plumber\'s snake,snake,auger',no
'a chemical substance that repels insects insectifuge,insect repellent,insect repellant',no
'revelry in drinking; a merry drinking party carouse,carousal,bender,toot,booze-up',yes
'tree bearing edible fruit fruit tree',no
'(Yiddish) a big shot who knows it and acts that way; a boastful immoderate person knocker',yes
'(geometry) a plane rectangle with four equal sides and four right angles; a four-sided regular polygon; \"you can compute the area of a square if you know the length of its sides\" square,foursquare',yes
'a small ax with a short handle used with one hand (usually to chop wood) hatchet',no
'a carpenter\'s hand tool with an adjustable blade for smoothing or shaping wood; \"the cabinetmaker used a plane for the finish work\" plane,carpenter\'s plane,woodworking plane',yes
'a column of light (as from a beacon) beam,beam of light,light beam,ray,ray of light,shaft,shaft of light,irradiation',yes
'a fundamental linguistic unit linking a signifier to that which is signified; \"The bond between the signifier and the signified is arbitrary\"--de Saussure sign',yes
'a rack for parking bicycles bicycle rack',no
'a large structure for open-air sports or entertainments stadium,bowl,arena,sports stadium',yes
'device that heats water or supplies warmth to a room heater,warmer',no
'a slender or elongated structure that supports a plant or fungus or a plant part or plant organ stalk,stem',yes
'a small (usually square or hexagonal) metal block with internal screw thread to be fitted onto a bolt nut',yes
'the part of the earth\'s surface consisting of humus and disintegrated rock soil,dirt',yes
'electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds; \"I talked to him on the telephone\" telephone,phone,telephone set',no
'a device for creating a current of air by movement of a surface or surfaces fan',no
'an electrical device that sends or receives radio or television signals antenna,aerial,transmitting aerial',no
'any animal or plant material used to fertilize land especially animal excreta usually with litter material manure',yes
'a very slender natural or synthetic fiber fibril,filament,strand',yes
'especially a leaf of grass or the broad portion of a leaf as distinct from the petiole blade,leaf blade',yes
'compartment in an automobile that carries luggage or shopping or tools; \"he put his golf bag in the trunk\" luggage compartment,automobile trunk,trunk,boot',yes
'the stitching that forms the rim of a shoe or boot collar,shoe collar',yes
'a circular hoop for holding a towel towel ring',no
'(baseball) base consisting of a rubber slab where the batter stands; it must be touched by a base runner in order to score; \"he ruled that the runner failed to touch home\" home plate,home base,home,plate',yes
'garden tool for mowing grass on lawns lawn mower,mower',no
'the thickness of wire gauge',yes
'the wood of broad-leaved dicotyledonous trees (as distinguished from the wood of conifers) hardwood',no
'a person regarded very fondly; \"the light of my life\" light',yes
'the national flag of the United States of America American flag,Stars and Stripes,Star-Spangled Banner,Old Glory',yes
'a kitchen range in which the heat for cooking is provided by electric power electric range',no
'an emblem indicating that a taxicab is registered medallion',yes
'water that is not hard (does not contain mineral salts that interfere with the formation of lather with soap) soft water',yes
'the wood of trees cut and prepared for use as building material lumber,timber',no
'a repair shop where cars and trucks are serviced and repaired garage,service department',yes
'a small rectangular free-reed instrument having a row of free reeds set back in air holes and played by blowing into the desired hole harmonica,mouth organ,harp,mouth harp',yes
'a coarse file with sharp pointed projections rasp,wood file',yes
'a circular horizontal platform that rotates a phonograph record while it is being played turntable',no
'food or meals in general; \"she sets a fine table\"; \"room and board\" board,table',yes
'the sacred writings of Islam revealed by God to the prophet Muhammad during his life at Mecca and Medina Koran,Quran,al-Qur\'an,Book',yes
'solid excretory product evacuated from the bowels fecal matter,faecal matter,feces,faeces,BM,stool,ordure,dejection',yes
'a solvent that removes a substance (usually from a surface); \"paint remover\"; \"rust remover\"; \"hair remover\" remover',yes
'a tapered tuck made in dressmaking dart',no
'the distance between the rails of a railway or between the wheels of a train gauge',yes
'someone who doesn\'t understand what is going on square,lame',yes
'a system of scaffolds scaffolding,staging',yes
'a workman employed to pack things into containers packer,bagger,boxer',yes
'the basic unit of luminous intensity adopted under the Systeme International d\'Unites; equal to 1/60 of the luminous intensity per square centimeter of a black body radiating at the temperature of 2,046 degrees Kelvin candle,candela,cd,standard candle',yes
'the entire geographical area drained by a river and its tributaries; an area characterized by all runoff being conveyed to the same outlet; \"flood control in the Missouri basin\" river basin,basin,watershed,drainage basin,catchment area,catchment basin,drainage area',yes
'artifact made by weaving or felting or knitting or crocheting natural or synthetic fibers; \"the fabric in the curtains was light and semitransparent\"; \"woven cloth originated in Mesopotamia around 5000 BC\"; \"she measured off enough material for a dress\" fabric,cloth,material,textile',no
'any igniter that is used to initiate the burning of a propellant fuse,fuze,fusee,fuzee,primer,priming',yes
'a computer that is running software that allows users to leave messages and access information of general interest bulletin board system,bulletin board,electronic bulletin board,bbs',no
'a striker that is covered in felt and that causes the piano strings to vibrate hammer',yes
'the quantity contained in a pail pail,pailful',yes
'(computer science) a device that forwards data packets between computer networks router',no
'a sudden quick movement flit,dart',yes
'a pitch thrown deliberately close to the batter duster',yes
